,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,is_auto
1907,2754-VDLTR,Male,0,No,Yes,2,2,0,Electronic check,$95.20,930.4,Yes,10,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20200706,$95.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1908,2754-XBHTB,Female,0,No,No,1,2,0,Bank transfer (automatic),$77.65,714.15,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200724,$77.65,TRUE,Month-to-Month,One Line,Fiber Optic,True
1910,2761-OCIAX,Male,1,No,No,1,2,0,Electronic check,$74.70,165.4,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210221,$74.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
1911,2761-XECQW,Male,1,Yes,No,0,1,0,Mailed check,$43.35,371.4,No,9,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20200812,$43.35,TRUE,Month-to-Month,No Phone Service,DSL,False
1912,2770-NSVDG,Male,0,Yes,No,0,1,0,Electronic check,$29.10,688.0,No,24,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190511,$29.10,TRUE,Month-to-Month,No Phone Service,DSL,False
1915,2774-LVQUS,Female,1,Yes,No,2,2,0,Electronic check,$83.05,1258.3,Yes,15,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200125,$83.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1916,2777-PHDEI,Female,0,No,No,1,2,0,Electronic check,$78.05,78.05,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$78.05,TRUE,Month-to-Month,One Line,Fiber Optic,False
1917,2778-OCLGR,Male,1,Yes,No,0,1,0,Bank transfer (automatic),$39.10,971.3,Yes,25,FALSE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190405,$39.10,TRUE,Month-to-Month,No Phone Service,DSL,True
1918,2782-JEEBU,Male,0,No,No,0,1,0,Mailed check,$36.00,780.15,No,22,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20190710,$36.00,TRUE,Month-to-Month,No Phone Service,DSL,False
1919,2782-LFZVW,Female,0,No,No,2,1,0,Mailed check,$58.95,601.6,No,10,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200623,$58.95,TRUE,Month-to-Month,Two or More Lines,DSL,False
1920,2786-GCDPI,Female,1,No,No,2,2,0,Electronic check,$104.95,5222.35,No,50,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170308,$104.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1923,2789-HQBOU,Male,0,No,No,1,2,0,Electronic check,$80.35,253.8,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210123,$80.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
1925,2791-SFVEW,Female,0,No,No,1,0,0,Bank transfer (automatic),$20.15,238.15,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200505,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,True
1926,2792-LSHWX,Female,0,No,No,1,2,0,Mailed check,$83.40,83.4,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$83.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
1927,2792-VPPET,Male,0,No,No,1,0,0,Electronic check,$20.50,76.95,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210105,$20.50,TRUE,Month-to-Month,One Line,No Internet Service,False
1930,2796-UUZZO,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$80.30,4896.35,No,61,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20160401,$80.30,TRUE,Month-to-Month,One Line,Fiber Optic,True
1932,2799-ARNLO,Female,1,Yes,No,1,2,0,Electronic check,$69.35,341.6,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201201,$69.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
1934,2800-QQUSO,Male,0,No,No,2,2,0,Electronic check,$100.30,4222.95,No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171027,$100.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1935,2800-VEQXM,Female,0,No,No,1,2,0,Mailed check,$74.75,238.1,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210123,$74.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
1936,2801-NISEI,Male,0,No,No,1,1,0,Electronic check,$54.95,1348.5,No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190414,$54.95,TRUE,Month-to-Month,One Line,DSL,False
1943,2809-ZMYOQ,Female,0,No,No,2,2,0,Electronic check,$101.35,3334.9,No,33,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180803,$101.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1944,2810-FTLEM,Female,0,No,No,1,1,0,Electronic check,$50.15,762.25,Yes,15,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200123,$50.15,TRUE,Month-to-Month,One Line,DSL,False
1945,2811-POVEX,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),$88.45,2130.55,No,24,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190428,$88.45,TRUE,Month-to-Month,One Line,Fiber Optic,True
1948,2812-SFXMJ,Male,0,No,Yes,1,0,0,Mailed check,$20.05,20.05,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20210330,$20.05,TRUE,Month-to-Month,One Line,No Internet Service,False
1949,2815-CPTUL,Male,1,No,No,1,2,0,Mailed check,$70.25,331.9,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201207,$70.25,TRUE,Month-to-Month,One Line,Fiber Optic,False
1951,2817-NTQDO,Male,0,No,No,0,1,0,Credit card (automatic),$45.55,597.0,Yes,13,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200327,$45.55,TRUE,Month-to-Month,No Phone Service,DSL,True
1954,2823-LKABH,Female,0,No,No,2,2,0,Bank transfer (automatic),$95.05,1679.4,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191109,$95.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
1956,2824-MYYBN,Female,0,Yes,Yes,2,2,0,Electronic check,$95.25,3314.15,No,35,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180606,$95.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1957,2826-DXLQO,Male,1,Yes,No,0,1,0,Bank transfer (automatic),$29.80,220.45,No,7,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20200916,$29.80,TRUE,Month-to-Month,No Phone Service,DSL,True
1958,2826-UWHIS,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$81.40,3775.85,No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170619,$81.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
1959,2828-SLQPF,Male,0,No,No,1,1,0,Bank transfer (automatic),$45.00,865.85,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190922,$45.00,TRUE,Month-to-Month,One Line,DSL,True
1962,2831-EBWRN,Male,0,No,No,1,1,0,Electronic check,$45.90,199.75,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201218,$45.90,TRUE,Month-to-Month,One Line,DSL,False
1963,2832-KJCRD,Female,0,No,No,2,2,0,Electronic check,$103.65,3988.5,No,38,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180214,$103.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1964,2832-SCUCO,Female,0,No,No,1,0,0,Electronic check,$19.90,57.4,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210201,$19.90,TRUE,Month-to-Month,One Line,No Internet Service,False
1965,2833-SLKDQ,Male,0,No,No,1,1,0,Mailed check,$45.05,45.05,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$45.05,TRUE,Month-to-Month,One Line,DSL,False
1968,2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,$84.10,4348.65,Yes,52,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170108,$84.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
1969,2839-RFSQE,Female,0,No,No,1,0,0,Mailed check,$20.65,38.7,Yes,2,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210303,$20.65,TRUE,Month-to-Month,One Line,No Internet Service,False
1970,2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,$93.15,2231.05,Yes,24,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190502,$93.15,TRUE,Month-to-Month,One Line,Fiber Optic,False
1971,2842-BCQGE,Male,0,No,No,2,2,0,Credit card (automatic),$75.35,3161.4,No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171031,$75.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
1972,2842-JTCCU,Male,0,No,No,1,1,0,Bank transfer (automatic),$46.05,80.35,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210307,$46.05,TRUE,Month-to-Month,One Line,DSL,True
1973,2843-CQMEG,Male,0,No,No,1,1,0,Mailed check,$49.70,1218.25,No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190415,$49.70,TRUE,Month-to-Month,One Line,DSL,False
1974,2845-AFFTX,Male,1,Yes,No,2,2,0,Electronic check,$99.80,4259.3,Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171009,$99.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1975,2845-HSJCY,Female,0,Yes,Yes,2,2,0,Electronic check,$87.25,1258.6,Yes,14,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200216,$87.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1978,2851-MMUTZ,Female,0,No,No,1,1,0,Mailed check,$56.15,1439.35,No,26,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190312,$56.15,TRUE,Month-to-Month,One Line,DSL,False
1980,2853-CWQFQ,Male,0,No,Yes,1,1,0,Mailed check,$59.55,59.55,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$59.55,TRUE,Month-to-Month,One Line,DSL,False
1981,2856-HYAPG,Female,0,No,No,1,2,0,Electronic check,$68.65,68.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$68.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
1982,2856-NNASM,Male,1,No,No,1,2,0,Mailed check,$89.55,3856.75,Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170928,$89.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
1985,2860-RANUS,Female,1,No,No,2,2,0,Credit card (automatic),$85.80,1727.5,Yes,20,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190826,$85.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
1987,2862-PFNIK,Male,0,No,Yes,0,1,0,Electronic check,$24.70,24.7,No,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20210330,$24.70,TRUE,Month-to-Month,No Phone Service,DSL,False
1989,2865-TCHJW,Female,1,No,No,2,2,0,Electronic check,$89.20,346.2,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210101,$89.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1990,2866-IKBTM,Female,0,No,No,1,0,0,Mailed check,$19.55,19.55,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,False
1991,2867-UIMSS,Male,0,No,No,1,2,0,Electronic check,$80.50,80.5,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$80.50,TRUE,Month-to-Month,One Line,Fiber Optic,False
1993,2868-MZAGQ,Male,0,No,No,1,2,0,Electronic check,$79.25,79.25,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$79.25,TRUE,Month-to-Month,One Line,Fiber Optic,False
1994,2868-SNELZ,Female,0,No,No,2,2,0,Mailed check,$80.60,155.8,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210302,$80.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1995,2869-ADAWR,Female,0,No,No,2,2,0,Credit card (automatic),$89.30,4016.85,Yes,45,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170731,$89.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
1996,2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,$84.85,3303.05,Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180131,$84.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1997,2874-YXVVA,Female,0,No,No,1,2,0,Electronic check,$105.10,3634.8,No,35,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180613,$105.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
1998,2876-GZYZC,Female,0,No,No,2,2,0,Electronic check,$85.95,1215.65,No,14,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200224,$85.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
1999,2876-VBBBL,Female,0,No,No,1,0,0,Mailed check,$20.25,20.25,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,False
2003,2880-FPNAE,Male,1,Yes,No,1,2,0,Electronic check,$74.20,140.1,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210303,$74.20,TRUE,Month-to-Month,One Line,Fiber Optic,False
2004,2882-DDZPG,Female,0,No,No,1,0,0,Bank transfer (automatic),$19.45,227.45,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200509,$19.45,TRUE,Month-to-Month,One Line,No Internet Service,True
2006,2883-ILGWO,Male,1,No,No,2,2,0,Bank transfer (automatic),$104.90,5913.95,No,56,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20160819,$104.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
2007,2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,$70.30,2416.55,Yes,34,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180619,$70.30,TRUE,Month-to-Month,One Line,Fiber Optic,False
2010,2887-JPYLU,Female,0,No,Yes,1,1,0,Bank transfer (automatic),$45.20,1841.9,No,41,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20171207,$45.20,TRUE,Month-to-Month,One Line,DSL,True
2015,2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),$34.00,853.0,Yes,25,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190328,$34.00,TRUE,Month-to-Month,No Phone Service,DSL,True
2017,2897-DOVND,Male,0,No,No,1,2,0,Electronic check,$69.80,146.65,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210225,$69.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
2021,2903-YYTBW,Male,0,Yes,Yes,1,1,0,Electronic check,$44.55,44.55,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210330,$44.55,TRUE,Month-to-Month,One Line,DSL,False
2023,2905-KFQUV,Female,0,Yes,No,1,2,0,Credit card (automatic),$70.40,154.8,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210222,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic,True
2026,2908-ZTPNF,Female,0,No,No,0,1,0,Bank transfer (automatic),$34.85,1267.2,No,36,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20180420,$34.85,TRUE,Month-to-Month,No Phone Service,DSL,True
2028,2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,$55.90,2184.35,Yes,39,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20180127,$55.90,TRUE,Month-to-Month,No Phone Service,DSL,False
2029,2911-WDXMV,Male,0,No,Yes,2,2,0,Credit card (automatic),$80.55,1406.65,No,17,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20191115,$80.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
2030,2916-BQZLN,Male,0,No,No,2,2,0,Electronic check,$84.75,1651.95,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190915,$84.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
2031,2919-HBCJO,Female,0,No,No,1,2,0,Bank transfer (automatic),$76.65,333.6,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201218,$76.65,TRUE,Month-to-Month,One Line,Fiber Optic,True
2032,2920-RNCEZ,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$69.95,69.95,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210330,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic,True
2033,2921-XWDJH,Female,1,Yes,No,1,2,0,Electronic check,$83.45,3147.15,No,38,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180309,$83.45,TRUE,Month-to-Month,One Line,Fiber Optic,False
2040,2928-HLDBA,Female,0,No,No,1,0,0,Mailed check,$20.70,112.75,No,5,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201115,$20.70,TRUE,Month-to-Month,One Line,No Internet Service,False
2041,2929-ERCFZ,Female,0,Yes,Yes,1,2,0,Electronic check,$94.20,777.3,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200822,$94.20,TRUE,Month-to-Month,One Line,Fiber Optic,False
2043,2930-UOTMB,Female,0,No,No,2,1,0,Credit card (automatic),$65.25,1994.3,Yes,31,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181013,$65.25,TRUE,Month-to-Month,Two or More Lines,DSL,True
2044,2931-FSOHN,Male,1,No,No,1,1,0,Electronic check,$59.90,788.35,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200325,$59.90,TRUE,Month-to-Month,One Line,DSL,False
2045,2931-SVLTV,Male,0,Yes,Yes,2,2,0,Credit card (automatic),$110.10,4469.1,No,41,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20171212,$110.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
2048,2933-FILNV,Female,0,Yes,Yes,0,1,0,Mailed check,$24.40,36.55,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20210315,$24.40,TRUE,Month-to-Month,No Phone Service,DSL,False
2050,2937-FTHUR,Female,0,No,Yes,2,1,0,Electronic check,$64.80,1166.7,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20191030,$64.80,TRUE,Month-to-Month,Two or More Lines,DSL,False
2051,2946-KIQSP,Female,0,No,No,0,1,0,Mailed check,$33.45,1175.85,No,35,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20180526,$33.45,TRUE,Month-to-Month,No Phone Service,DSL,False
2052,2947-DOMLJ,Male,0,No,Yes,1,1,0,Mailed check,$50.60,50.6,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$50.60,TRUE,Month-to-Month,One Line,DSL,False
2053,2951-QOQTK,Male,0,No,Yes,2,2,0,Credit card (automatic),$80.80,332.45,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20201225,$80.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
2054,2952-QAYZF,Male,0,No,No,2,2,0,Electronic check,$85.30,424.15,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201129,$85.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
2056,2955-BJZHG,Male,0,Yes,Yes,1,2,0,Electronic check,$80.85,1400.85,Yes,17,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191119,$80.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
2057,2955-PSXOE,Female,0,No,No,1,0,0,Bank transfer (automatic),$20.20,20.2,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.20,TRUE,Month-to-Month,One Line,No Internet Service,True
2058,2956-GGUCQ,Male,1,Yes,No,2,2,0,Electronic check,$78.85,1772.25,Yes,22,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190616,$78.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
2060,2957-LOLHO,Male,0,No,No,1,1,0,Bank transfer (automatic),$45.40,518.9,Yes,11,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200517,$45.40,TRUE,Month-to-Month,One Line,DSL,True
2061,2958-NHPPS,Male,0,No,No,1,0,0,Electronic check,$20.85,473.9,No,23,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20190608,$20.85,TRUE,Month-to-Month,One Line,No Internet Service,False
2062,2959-EEXWB,Female,0,Yes,Yes,0,1,0,Bank transfer (automatic),$50.90,2333.85,No,46,TRUE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20170705,$50.90,TRUE,Month-to-Month,No Phone Service,DSL,True
2063,2959-FENLU,Female,0,No,No,1,2,0,Credit card (automatic),$85.30,781.4,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200725,$85.30,TRUE,Month-to-Month,One Line,Fiber Optic,True
2064,2959-MJHIC,Male,0,Yes,No,1,2,0,Electronic check,$80.35,307.4,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210103,$80.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
2065,2960-NKRSO,Male,0,No,No,1,2,0,Electronic check,$85.95,2107.15,No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190415,$85.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
2067,2962-XPMCQ,Male,0,No,No,1,1,0,Electronic check,$45.15,98.5,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210222,$45.15,TRUE,Month-to-Month,One Line,DSL,False
2069,2968-SSGAA,Female,0,No,No,2,2,0,Electronic check,$100.60,1060.2,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200613,$100.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
2070,2969-QWUBZ,Female,0,No,No,0,1,0,Electronic check,$51.40,96.8,No,2,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210303,$51.40,TRUE,Month-to-Month,No Phone Service,DSL,False
2073,2971-SGAFL,Female,0,No,No,2,1,0,Electronic check,$78.75,995.35,No,13,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200410,$78.75,TRUE,Month-to-Month,Two or More Lines,DSL,False
2075,2974-GGUXS,Female,1,Yes,No,2,2,0,Credit card (automatic),$91.95,3301.05,No,36,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180504,$91.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
2077,2978-XXSOG,Female,0,No,No,2,1,0,Mailed check,$59.05,1253.5,No,21,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190724,$59.05,TRUE,Month-to-Month,Two or More Lines,DSL,False
2078,2979-SXESE,Female,0,Yes,Yes,2,2,0,Electronic check,$94.40,1607.2,Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191129,$94.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
2079,2982-IHMFT,Female,1,No,No,2,2,0,Mailed check,$74.45,74.45,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$74.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
